"","PROBEID","ENTREZID","SYMBOL","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1558795_at","1558795_at","101928307","LOC101928307","uncharacterized LOC101928307",-0.554243735993444,5.8215278296564,-1.42642602169861,0.167509900134175,0.996729032005328,-4.52737220099334
"212044_s_at","212044_s_at","6157","RPL27A","ribosomal protein L27a",0.52121875729121,8.35503931766548,1.42613024437668,0.16759430709719,0.996729032005328,-4.52743032550963
"203971_at","203971_at","1317","SLC31A1","solute carrier family 31 member 1",0.360291145464898,7.0741665688366,1.42601630488522,0.167626831490368,0.996729032005328,-4.52745271404166
"1562255_at","1562255_at","94120","SYTL3","synaptotagmin like 3",0.762082163739416,6.11770401554826,1.42570559824883,0.167715549419222,0.996729032005328,-4.52751376003278
"205839_s_at","205839_s_at","9256","TSPOAP1","TSPO associated protein 1",-0.352335470301202,7.00119378109227,-1.42529898447344,0.167831709165591,0.996729032005328,-4.52759363544906
"217951_s_at","217951_s_at","23469","PHF3","PHD finger protein 3",0.587662871627114,7.42507963019905,1.42242447193561,0.168654728970212,0.996729032005328,-4.52815785622894
"204663_at","204663_at","10873","ME3","malic enzyme 3",0.331813050822837,5.71259995386646,1.42229089939578,0.168693051460596,0.996729032005328,-4.52818405519515
"239762_at","239762_at","286437","LOC286437","uncharacterized LOC286437",0.44163345813996,7.43463843611476,1.42205475394589,0.168760819595415,0.996729032005328,-4.52823036867682
"230535_s_at","230535_s_at","514","ATP5F1E","ATP synthase F1 subunit epsilon",0.38212158112665,5.59257354078118,1.42201203011236,0.168773082650569,0.996729032005328,-4.52823874722071
"203858_s_at","203858_s_at","1352","COX10","cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10",-0.388913427965596,7.79958821700705,-1.42079467052681,0.16912280239351,0.996729032005328,-4.5284774094954
"202787_s_at","202787_s_at","7867","MAPKAPK3","MAPK activated protein kinase 3",-0.514216811334769,8.61065254383956,-1.42041751523698,0.169231268228036,0.996729032005328,-4.52855132169271
"227891_s_at","227891_s_at","8148","TAF15","TATA-box binding protein associated factor 15",0.518641168283914,8.41127938751128,1.41872972789032,0.169717340482856,0.996729032005328,-4.52888191534346
"1559975_at","1559975_at","694","BTG1","BTG anti-proliferation factor 1",-0.578541592472886,7.4390426542169,-1.41838198139723,0.169817628040149,0.996729032005328,-4.52894999592987
"1558527_at","1558527_at","100132707","PAXIP1-AS2","PAXIP1 antisense RNA 2",0.504537252658806,5.10634631346281,1.41738224116996,0.170106210074644,0.996729032005328,-4.52914565697427
"232704_s_at","232704_s_at","9209","LRRFIP2","LRR binding FLII interacting protein 2",0.565180894569789,6.44213984233125,1.4170946717019,0.170189291660779,0.996729032005328,-4.52920191998171
"1558123_at","1558123_at","255031","LINC00957","long intergenic non-protein coding RNA 957",0.342470783037339,5.30817852412259,1.41534161974372,0.170696467742227,0.996729032005328,-4.52954473313401
"204430_s_at","204430_s_at","6518","SLC2A5","solute carrier family 2 member 5",-0.36267117119695,5.06857298205449,-1.41489836319988,0.170824897750042,0.996729032005328,-4.52963136616221
"213405_at","213405_at","57403","RAB22A","RAB22A, member RAS oncogene family",0.348523074408416,8.34263315529746,1.41435900068663,0.170981277903852,0.996729032005328,-4.52973675731031
"220068_at","220068_at","29802","VPREB3","V-set pre-B cell surrogate light chain 3",-0.451298910490628,6.81568873388664,-1.41425100973997,0.171012602026274,0.996729032005328,-4.52975785532264
"208003_s_at","208003_s_at","10725","NFAT5","nuclear factor of activated T cells 5",0.708503292550017,7.55669884392832,1.41401284035553,0.171081702250033,0.996729032005328,-4.52980438211581
"202617_s_at","202617_s_at","4204","MECP2","methyl-CpG binding protein 2",0.392432730857324,7.20482895704897,1.41397916624203,0.171091473941552,0.996729032005328,-4.52981095997072
"224686_x_at","224686_x_at","474170","LRRC37A2","leucine rich repeat containing 37 member A2",0.467000448542555,9.85375959746975,1.41363045112066,0.171192691757733,0.996729032005328,-4.5298790710874
"206813_at","206813_at","1489","CTF1","cardiotrophin 1",0.316067166926774,5.06547168788268,1.41221571332353,0.171603823776198,0.996729032005328,-4.53015527792849
"224221_s_at","224221_s_at","10451","VAV3","vav guanine nucleotide exchange factor 3",-0.561710147159681,4.99118986250768,-1.41204926184051,0.171652247503632,0.996729032005328,-4.53018776247065
"229442_at","229442_at","162681","C18orf54","chromosome 18 open reading frame 54",0.346216554001962,5.69521468342354,1.41151765125094,0.171806975713259,0.996729032005328,-4.53029149330206
"228189_at","228189_at","9530","BAG4","BAG cochaperone 4",0.37763441824477,7.73168217402433,1.40997826387451,0.172255651610734,0.996729032005328,-4.53059171349468
"235152_at","235152_at","101927204","FAM111A-DT","FAM111A divergent transcript",0.321582891566578,7.13916238315942,1.40904739712814,0.172527419479767,0.996729032005328,-4.53077314555541
"238722_x_at","238722_x_at","222236","NAPEPLD","N-acyl phosphatidylethanolamine phospholipase D",0.514022093997946,7.03854854251979,1.40899672884954,0.172542221976374,0.996729032005328,-4.53078301873584
"231577_s_at","231577_s_at","2633","GBP1","guanylate binding protein 1",0.466716232983055,10.2002621845081,1.40848956939023,0.172690442086902,0.996729032005328,-4.5308818297618
"227246_at","227246_at","5356","PLRG1","pleiotropic regulator 1",0.387245884325905,6.40625101681283,1.40799966527995,0.172833715746658,0.996729032005328,-4.53097725529293
"242633_x_at","242633_x_at","7627","ZNF75A","zinc finger protein 75a",0.3943347278967,8.87253901262742,1.40785845022542,0.172875032051543,0.996729032005328,-4.53100475743369
"242922_at","242922_at","408050","NOMO3","NODAL modulator 3",0.480237265970998,7.41142329324185,1.40645079761135,0.173287310265669,0.996729032005328,-4.53127879744466
"207186_s_at","207186_s_at","2186","BPTF","bromodomain PHD finger transcription factor",0.448571337740836,10.4329975542417,1.4057312154846,0.173498366871653,0.996729032005328,-4.53141881072442
"203781_at","203781_at","9553","MRPL33","mitochondrial ribosomal protein L33",-0.442810819572109,8.92705903875352,-1.40525214212626,0.173638994895478,0.996729032005328,-4.53151199901638
"202695_s_at","202695_s_at","9263","STK17A","serine/threonine kinase 17a",0.432109256292221,7.07262665867624,1.40086859060677,0.17492997653083,0.996729032005328,-4.53236364444758
"204963_at","204963_at","8082","SSPN","sarcospan",-0.409010792406992,4.71943191189179,-1.40035956864911,0.175080380933722,0.996729032005328,-4.53246241738502
"224414_s_at","224414_s_at","84674","CARD6","caspase recruitment domain family member 6",0.359892847960651,7.9040437700021,1.39983253587496,0.175236215679417,0.996729032005328,-4.5325646586787
"212374_at","212374_at","10116","FEM1B","fem-1 homolog B",-0.477512219188148,6.76250213622477,-1.39966567436184,0.175285576854074,0.996729032005328,-4.53259702321161
"209710_at","209710_at","2624","GATA2","GATA binding protein 2",-0.44219392601439,7.20853557553528,-1.39721642209869,0.176011392867698,0.996729032005328,-4.5330717694239
"203030_s_at","203030_s_at","5799","PTPRN2","protein tyrosine phosphatase receptor type N2",-0.402014871370167,5.87924477432897,-1.3964248368898,0.176246483719865,0.996729032005328,-4.53322507989404
"231288_at","231288_at","440193","CCDC88C","coiled-coil domain containing 88C",0.517884212696741,7.58596789613079,1.39613361655825,0.176333035362862,0.996729032005328,-4.53328146669297
"206488_s_at","206488_s_at","948","CD36","CD36 molecule",-0.617995026577802,10.2234436712442,-1.394615178246,0.176784868415894,0.996729032005328,-4.53357533640346
"239302_s_at","239302_s_at","100506922","MAP3K2-DT","MAP3K2 divergent transcript",0.388633302922353,5.35985185350498,1.39375277623686,0.177041898354763,0.996729032005328,-4.53374214042599
"216234_s_at","216234_s_at","5566","PRKACA","protein kinase cAMP-activated catalytic subunit alpha",-0.399838683469424,5.14108909610909,-1.39347471074105,0.177124836227671,0.996729032005328,-4.53379590778925
"235163_at","235163_at","126308","MOB3A","MOB kinase activator 3A",-0.497067804828515,7.14222540523379,-1.39240536528825,0.177444075090294,0.996729032005328,-4.53400260837482
"242539_at","242539_at","129563","DIS3L2","DIS3 like 3'-5' exoribonuclease 2",0.426242809049008,7.11785728876078,1.39209940711612,0.177535498967115,0.996729032005328,-4.53406172839879
"201469_s_at","201469_s_at","6464","SHC1","SHC adaptor protein 1",-0.461480895733394,7.33528483966332,-1.39071125417932,0.177950765809695,0.996729032005328,-4.53432984486389
"202732_at","202732_at","11142","PKIG","cAMP-dependent protein kinase inhibitor gamma",-0.403314017068662,7.18899408436788,-1.39063917063336,0.177972350718083,0.996729032005328,-4.53434376237346
"1559566_at","1559566_at","54455","FBXO42","F-box protein 42",0.347485629635657,4.50691707557869,1.39023901606756,0.178092212016997,0.996729032005328,-4.53442101284309
"236228_at","236228_at","100130744","LOC100130744","uncharacterized LOC100130744",-0.321392063913635,5.13561711035322,-1.38957846772719,0.178290211364801,0.996729032005328,-4.53454849841176
"207824_s_at","207824_s_at","4150","MAZ","MYC associated zinc finger protein",-0.358046200367363,6.74671962731018,-1.38798427512591,0.178768791043681,0.996729032005328,-4.5348560007148
"239384_at","239384_at","6426","SRSF1","serine and arginine rich splicing factor 1",-0.437337224804912,5.62533196501141,-1.38629744131129,0.179276292213713,0.996729032005328,-4.53518110086009
"242210_at","242210_at","7572","ZNF24","zinc finger protein 24",-0.479853412715109,5.31740572348487,-1.38606173734149,0.179347297153875,0.996729032005328,-4.53522650535966
"219269_at","219269_at","79618","HMBOX1","homeobox containing 1",0.640860126619847,9.38326046061941,1.38556401938261,0.179497306173771,0.996729032005328,-4.53532236460898
"1558792_x_at","1558792_x_at","160","AP2A1","adaptor related protein complex 2 subunit alpha 1",0.525829382602979,6.74506133692581,1.38492914528249,0.179688797702832,0.996729032005328,-4.53544460443559
"212575_at","212575_at","91304","TMEM259","transmembrane protein 259",-0.432946669173374,7.10998200162755,-1.38439269840259,0.179850727832555,0.996729032005328,-4.53554786199434
"229725_at","229725_at","23305","ACSL6","acyl-CoA synthetase long chain family member 6",0.370636201278947,5.09034774198224,1.3833527611961,0.180164969732706,0.996729032005328,-4.53574795280752
"208071_s_at","208071_s_at","3903","LAIR1","leukocyte associated immunoglobulin like receptor 1",-0.455526289515108,7.56295651430487,-1.38332643922989,0.180172929192826,0.996729032005328,-4.53575301594636
"221770_at","221770_at","6120","RPE","ribulose-5-phosphate-3-epimerase",0.313329801825152,7.03248595627304,1.38300425978148,0.180270375160515,0.996729032005328,-4.53581498296247
"225173_at","225173_at","93663","ARHGAP18","Rho GTPase activating protein 18",0.490723614761256,8.21907130926485,1.38173646585365,0.180654236403828,0.996729032005328,-4.53605872726282
"207275_s_at","207275_s_at","2180","ACSL1","acyl-CoA synthetase long chain family member 1",-0.530831071637694,8.55940826964031,-1.38126129651247,0.180798274535633,0.996729032005328,-4.53615004182756
"205238_at","205238_at","79979","TRMT2B","tRNA methyltransferase 2 homolog B",0.526538610668123,7.44847589511432,1.38041282289319,0.181055698874503,0.996729032005328,-4.53631303986742
"221484_at","221484_at","9334","B4GALT5","beta-1,4-galactosyltransferase 5",0.373367904781257,8.22309637738103,1.37945761065449,0.181345854962107,0.996729032005328,-4.53649645813366
"210845_s_at","210845_s_at","5329","PLAUR","plasminogen activator, urokinase receptor",-0.449929464684451,8.4036247195217,-1.37842321610504,0.181660479000627,0.996729032005328,-4.53669497918924
"225485_at","225485_at","95681","CEP41","centrosomal protein 41",0.424146091157731,5.59274055584266,1.37635251095683,0.182291609124206,0.996729032005328,-4.53709207107515
"231111_at","231111_at","57147","SCYL3","SCY1 like pseudokinase 3",0.430137953025929,6.48838089159877,1.37480764652613,0.182763598202488,0.996729032005328,-4.53738804779221
"220572_at","220572_at","100506282","LOC100506282","uncharacterized LOC100506282",0.385656010651551,4.62658174950178,1.37361601667408,0.183128326980877,0.996729032005328,-4.53761618754109
"235798_at","235798_at","100113407","TMEM170B","transmembrane protein 170B",-0.393197313316808,8.90394198673566,-1.37350093744816,0.183163580394904,0.996729032005328,-4.53763821221343
"230164_at","230164_at","285268","ZNF621","zinc finger protein 621",0.523746279955368,6.25936656998284,1.37246148659281,0.18348224951026,0.996729032005328,-4.53783709007117
"1567628_at","1567628_at","972","CD74","CD74 molecule",-0.591179904559603,9.31706811875628,-1.37111577669775,0.183895461065525,0.996729032005328,-4.53809440497942
"1558561_at","1558561_at","81502","HM13","histocompatibility minor 13",0.361021722574993,5.77017428409581,1.37074454100302,0.184009581517601,0.996729032005328,-4.53816535775304
"213164_at","213164_at","6526","SLC5A3","solute carrier family 5 member 3",0.366156937480119,9.03656568295139,1.37016101144567,0.18418907576239,0.996729032005328,-4.53827685768705
"205826_at","205826_at","9172","MYOM2","myomesin 2",0.848448720963315,7.43099072694977,1.37000729631793,0.184236381707625,0.996729032005328,-4.53830622370119
"244650_at","244650_at","54491","OTULINL","OTU deubiquitinase with linear linkage specificity like",0.355534026191861,7.12635100696964,1.36945528844767,0.184406341719834,0.996729032005328,-4.53841166089248
"204445_s_at","204445_s_at","240","ALOX5","arachidonate 5-lipoxygenase",-0.514677376652822,7.81167394385076,-1.3690154261025,0.18454186147547,0.996729032005328,-4.5384956558243
"212497_at","212497_at","93487","MAPK1IP1L","mitogen-activated protein kinase 1 interacting protein 1 like",-0.478135433467636,6.22399935763853,-1.36705440163771,0.1851470027928,0.996729032005328,-4.53886989327753
"237759_at","237759_at","962","CD48","CD48 molecule",0.425843256329209,7.8218945273993,1.36626708193335,0.185390397818452,0.996729032005328,-4.53902003571699
"207651_at","207651_at","29909","GPR171","G protein-coupled receptor 171",0.443738637157097,9.00222359162403,1.36535060266558,0.18567403990982,0.996729032005328,-4.53919473106891
"213850_s_at","213850_s_at","9169","SCAF11","SR-related CTD associated factor 11",0.543541917150078,10.5664908987424,1.36454925245096,0.185922331262559,0.996729032005328,-4.53934741228698
"214712_at","214712_at","440352","SNX29P2","sorting nexin 29 pseudogene 2",0.547566612309295,4.94774242265033,1.36447581233605,0.185945099143747,0.996729032005328,-4.53936140161966
"232731_x_at","232731_x_at","100190938","RAMP2-AS1","RAMP2 antisense RNA 1",0.503319387964388,4.59227792491136,1.36410490120736,0.186060122521871,0.996729032005328,-4.5394320468579
"240265_at","240265_at","80342","TRAF3IP3","TRAF3 interacting protein 3",0.471187555675449,8.72272795920025,1.36332119943319,0.186303341224163,0.996729032005328,-4.53958126865247
"238360_s_at","238360_s_at","100505576","LINC00672","long intergenic non-protein coding RNA 672",0.430935508221314,6.7476068529955,1.36318344603296,0.186346118352942,0.996729032005328,-4.53960749142861
"203642_s_at","203642_s_at","22837","COBLL1","cordon-bleu WH2 repeat protein like 1",-0.397918520106053,5.65000685759405,-1.36264621093568,0.186513022228242,0.996729032005328,-4.53970974151713
"228190_at","228190_at","84938","ATG4C","autophagy related 4C cysteine peptidase",0.380989957050672,6.52432329128869,1.36260676416947,0.186525281878417,0.996729032005328,-4.5397172481451
"218724_s_at","218724_s_at","60436","TGIF2","TGFB induced factor homeobox 2",0.493475673988725,6.84516287913642,1.36207974213092,0.186689135913721,0.996729032005328,-4.53981752427693
"236707_at","236707_at","27071","DAPP1","dual adaptor of phosphotyrosine and 3-phosphoinositides 1",0.476759539231565,6.47518220428157,1.36046637985578,0.187191444936105,0.996729032005328,-4.54012432476258
"240456_at","240456_at","101928419","LOC101928419","uncharacterized LOC101928419",0.55625886084211,6.1739571291587,1.36040325789364,0.187211119158063,0.996729032005328,-4.5401363228717
"214040_s_at","214040_s_at","2934","GSN","gelsolin",-0.392306281767789,6.74807290207648,-1.35672431664046,0.188360612002916,0.996729032005328,-4.54083491890738
"1556820_a_at","1556820_a_at","8847","DLEU2","deleted in lymphocytic leukemia 2",0.719564043085505,6.57587768433722,1.35605766806113,0.188569501532053,0.996729032005328,-4.54096136368327
"228377_at","228377_at","57565","KLHL14","kelch like family member 14",-0.488911151740506,6.29873205177375,-1.35440146587227,0.189089250177956,0.996729032005328,-4.54127530591873
"229010_at","229010_at","867","CBL","Cbl proto-oncogene",0.471711897534473,7.27672992713685,1.35414165443727,0.189170886323166,0.996729032005328,-4.54132452955649
"205723_at","205723_at","1271","CNTFR","ciliary neurotrophic factor receptor",-0.316714072255956,6.34616600244914,-1.35406222310853,0.189195850220333,0.996729032005328,-4.54133957718707
"216563_at","216563_at","23253","ANKRD12","ankyrin repeat domain 12",0.731781428398937,7.8645270337732,1.35269517079364,0.189625897640826,0.996729032005328,-4.54159845473258
"217007_s_at","217007_s_at","8751","ADAM15","ADAM metallopeptidase domain 15",-0.435657136554291,5.94419004662404,-1.35203744801831,0.189833077983168,0.996729032005328,-4.54172294003246
"223267_at","223267_at","54931","TRMT10C","tRNA methyltransferase 10C, mitochondrial RNase P subunit",0.374959174623306,7.37909785524265,1.35143901603904,0.190021736612644,0.996729032005328,-4.54183616562889
"240145_at","240145_at","160851","DGKH","diacylglycerol kinase eta",0.432375683153301,5.79175081612399,1.35094793928889,0.190176661111215,0.996729032005328,-4.5419290522194
"230528_s_at","230528_s_at","65996","CENPBD1P1","CENPB DNA-binding domains containing 1 pseudogene 1",0.362834119114654,7.61608232630484,1.35091004906157,0.190188618816428,0.996729032005328,-4.54193621810005
"223882_at","223882_at","83989","FAM172A","family with sequence similarity 172 member A",0.582903749806294,6.97600153554439,1.35087135808506,0.190200829838717,0.996729032005328,-4.54194353527056
"205442_at","205442_at","9848","MFAP3L","microfibril associated protein 3 like",0.717710386874586,7.90750485911861,1.3504703238742,0.190327434109034,0.996729032005328,-4.5420193692658
"210787_s_at","210787_s_at","10645","CAMKK2","calcium/calmodulin dependent protein kinase kinase 2",-0.550113281890106,5.59975157918831,-1.34938594426479,0.190670098563961,0.996729032005328,-4.5422243398643
"211815_s_at","211815_s_at","23163","GGA3","golgi associated, gamma adaptin ear containing, ARF binding protein 3",-0.378763417319126,6.32429058840459,-1.3488039753525,0.190854200888161,0.996729032005328,-4.54233429526334
"203680_at","203680_at","5577","PRKAR2B","protein kinase cAMP-dependent type II regulatory subunit beta",0.539851653802007,9.90671328355831,1.34873074403528,0.190877377063156,0.996729032005328,-4.54234812893609
"202378_s_at","202378_s_at","54741","LEPROT","leptin receptor overlapping transcript",0.327284227725745,10.3195280518143,1.34777942363561,0.191178651048484,0.996729032005328,-4.54252778767833
"210477_x_at","210477_x_at","5599","MAPK8","mitogen-activated protein kinase 8",0.366126077060293,5.05009411290584,1.34729684363881,0.191331622253528,0.996729032005328,-4.5426188888685
"227808_at","227808_at","29103","DNAJC15","DnaJ heat shock protein family (Hsp40) member C15",-0.521658869991106,7.29125418377739,-1.34649562711449,0.191585809188748,0.996729032005328,-4.54277009003688
"1561615_s_at","1561615_s_at","6546","SLC8A1","solute carrier family 8 member A1",0.713198626305775,6.55444512023349,1.34640804502898,0.191613610788744,0.996729032005328,-4.54278661410495
"232392_at","232392_at","6428","SRSF3","serine and arginine rich splicing factor 3",-0.508642383419044,7.44338528945325,-1.34615201669349,0.191694901258546,0.996729032005328,-4.54283491438766
"216015_s_at","216015_s_at","114548","NLRP3","NLR family pyrin domain containing 3",-0.560690224027042,6.46551514192597,-1.34613111039841,0.191701540323526,0.996729032005328,-4.54283885811089
"230983_at","230983_at","199786","NIBAN3","niban apoptosis regulator 3",-0.484003517333804,8.83440625014906,-1.3457310616827,0.191828615771215,0.996729032005328,-4.54291431400058
"221765_at","221765_at","7357","UGCG","UDP-glucose ceramide glucosyltransferase",0.540004542898036,7.10315621973939,1.34558967160649,0.191873544137828,0.996729032005328,-4.54294097865965
"244547_at","244547_at","124923","RSKR","ribosomal protein S6 kinase related",0.575732689001039,5.91352320196127,1.34476427468194,0.192135988696775,0.996729032005328,-4.54309659927203
"204170_s_at","204170_s_at","1164","CKS2","CDC28 protein kinase regulatory subunit 2",0.419136962471131,7.20105798173168,1.34445732527566,0.192233658694476,0.996729032005328,-4.54315445399753
"219158_s_at","219158_s_at","80155","NAA15","N-alpha-acetyltransferase 15, NatA auxiliary subunit",0.479811018681519,8.30810366634881,1.34432982810728,0.192274239207418,0.996729032005328,-4.54317848222965
"205715_at","205715_at","683","BST1","bone marrow stromal cell antigen 1",-0.612056351398975,8.01898354907327,-1.34425383348029,0.192298430401519,0.996729032005328,-4.54319280346185
"224314_s_at","224314_s_at","54583","EGLN1","egl-9 family hypoxia inducible factor 1",-0.433509416349297,5.50589954560421,-1.34247295682741,0.192866017023491,0.996729032005328,-4.54352824293837
"207306_at","207306_at","6939","TCF15","transcription factor 15",0.337046455353559,5.74980900562482,1.34217866620132,0.192959937384265,0.996729032005328,-4.54358364345392
"236951_at","236951_at","55968","NSFL1C","NSFL1 cofactor",0.386042526852025,6.9489673268358,1.34166121867644,0.193125163385488,0.996729032005328,-4.54368103215158
"205057_s_at","205057_s_at","3425","IDUA","alpha-L-iduronidase",-0.341909702300306,5.51317636595351,-1.34165432751833,0.193127364547549,0.996729032005328,-4.54368232895153
"233421_s_at","233421_s_at","55746","NUP133","nucleoporin 133",-0.323362227805538,5.67301812125922,-1.34115872413217,0.193285720949632,0.996729032005328,-4.54377558051012
"232529_at","232529_at","6670","SP3","Sp3 transcription factor",-0.461060386213536,8.61025273963206,-1.3395327481684,0.193805971944169,0.996729032005328,-4.54408134489996
"227088_at","227088_at","8654","PDE5A","phosphodiesterase 5A",0.478309809999376,6.03044089833804,1.33949185112179,0.193819071596917,0.996729032005328,-4.54408903211188
"1557257_at","1557257_at","8915","BCL10","BCL10 immune signaling adaptor",-0.44467167560575,6.26385765260664,-1.33861931721876,0.194098716627106,0.996729032005328,-4.54425299734669
"201412_at","201412_at","26020","LRP10","LDL receptor related protein 10",-0.381804831593779,9.76604095440787,-1.33820120820591,0.19423283159275,0.996729032005328,-4.54433154027464
"204840_s_at","204840_s_at","8411","EEA1","early endosome antigen 1",0.579167337963924,4.23593019458535,1.33807797098222,0.194272375702104,0.996729032005328,-4.54435468732785
"209878_s_at","209878_s_at","5970","RELA","RELA proto-oncogene, NF-kB subunit",-0.479975422218747,7.83020924441314,-1.33787930100195,0.194336137803673,0.996729032005328,-4.54439199929369
"214433_s_at","214433_s_at","8991","SELENBP1","selenium binding protein 1",-0.372474669782529,4.5718381029713,-1.33731423298781,0.194517583109176,0.996729032005328,-4.54449810203471
"235244_at","235244_at","131076","CCDC58","coiled-coil domain containing 58",-0.480535330512257,5.15420319545011,-1.33727166088202,0.194531258535284,0.996729032005328,-4.54450609447455
"212994_at","212994_at","57187","THOC2","THO complex 2",0.524264861232794,8.89919990613418,1.33550751600701,0.195098616903604,0.996729032005328,-4.54483713053271
"223038_s_at","223038_s_at","58516","SINHCAF","SIN3-HDAC complex associated factor",0.344834841954757,7.75977121299854,1.33526312767854,0.195177315576001,0.996729032005328,-4.54488296416451
"218602_s_at","218602_s_at","54801","HAUS6","HAUS augmin like complex subunit 6",0.428255196790798,5.33452955000627,1.33410358156743,0.195551054941205,0.996729032005328,-4.54510034727552
"213748_at","213748_at","9866","TRIM66","tripartite motif containing 66",0.439767633577692,7.56216646711754,1.33365850775851,0.195694657698629,0.996729032005328,-4.54518374993184
"204418_x_at","204418_x_at","2946","GSTM2","glutathione S-transferase mu 2",-0.457819676456761,7.98427669223509,-1.3331254490415,0.1958667573335,0.996729032005328,-4.54528361348549
"223404_s_at","223404_s_at","81627","TRMT1L","tRNA methyltransferase 1 like",0.317454849109164,6.75574746745988,1.33273957184779,0.195991412847987,0.996729032005328,-4.54535588583094
"214795_at","214795_at","23613","ZMYND8","zinc finger MYND-type containing 8",0.393940050628078,6.05533825836067,1.33190742478069,0.196260444670804,0.996729032005328,-4.5455116898436
"216206_x_at","216206_x_at","5609","MAP2K7","mitogen-activated protein kinase kinase 7",0.485636978198682,5.67258666246526,1.33089492893725,0.196588172455419,0.996729032005328,-4.54570116521777
"230279_at","230279_at","100507540","LINC01504","long intergenic non-protein coding RNA 1504",-0.369070786766533,6.13945751184631,-1.33016980858029,0.196823144556841,0.996729032005328,-4.54583679750117
"227336_at","227336_at","1840","DTX1","deltex E3 ubiquitin ligase 1",-0.30480480905886,6.74723220865531,-1.33009139923146,0.19684856591705,0.996729032005328,-4.54585146058215
"223559_s_at","223559_s_at","58493","INIP","INTS3 and NABP interacting protein",0.301818692804334,9.02170268624778,1.32950866603523,0.197037576262092,0.996729032005328,-4.54596041590484
"200616_s_at","200616_s_at","9761","MLEC","malectin",0.410355869255506,9.19210951124419,1.32891138108323,0.197231453693549,0.996729032005328,-4.54607205588076
"215099_s_at","215099_s_at","6257","RXRB","retinoid X receptor beta",-0.515711178954199,6.60041614710317,-1.32867449556765,0.197308387513859,0.996729032005328,-4.54611632259249
"206064_s_at","206064_s_at","23759","PPIL2","peptidylprolyl isomerase like 2",-0.336999003466329,6.01814588049924,-1.32842614944709,0.197389068601459,0.996729032005328,-4.54616272476211
"227101_at","227101_at","168850","ZNF800","zinc finger protein 800",0.4506191774357,8.21064716571705,1.32818315407971,0.197468036324298,0.996729032005328,-4.54620812104627
"231793_s_at","231793_s_at","817","CAMK2D","calcium/calmodulin dependent protein kinase II delta",0.489851234083279,6.76214072407412,1.32580672550522,0.198241620973792,0.996729032005328,-4.54665176477426
"225085_at","225085_at","55230","USP40","ubiquitin specific peptidase 40",0.364046947779499,7.50925762230198,1.32566724848253,0.198287097528102,0.996729032005328,-4.5466777850242
"242750_at","242750_at","166785","MMAA","metabolism of cobalamin associated A",0.340616498230636,5.83587238837869,1.32534514177776,0.198392151713766,0.996729032005328,-4.5467378682604
"228284_at","228284_at","7088","TLE1","TLE family member 1, transcriptional corepressor",-0.449311117033304,6.75604889088398,-1.3250585312934,0.198485665443349,0.996729032005328,-4.54679132134194
"201830_s_at","201830_s_at","10276","NET1","neuroepithelial cell transforming 1",0.463687901310485,5.75260628611436,1.32480877943416,0.198567181196299,0.996729032005328,-4.54683789337164
"1569302_at","1569302_at","85459","CEP295","centrosomal protein 295",0.584649049146563,6.98029820590904,1.32439694540879,0.198701655536047,0.996729032005328,-4.54691467536686
"233087_at","233087_at","64839","FBXL17","F-box and leucine rich repeat protein 17",0.474001182503216,5.73607523206531,1.32428306983717,0.198738851365469,0.996729032005328,-4.54693590315425
"230058_at","230058_at","10807","ENTR1","endosome associated trafficking regulator 1",0.398164309261514,6.74646882559329,1.32385451990892,0.198878879796306,0.996729032005328,-4.54701577809492
"205950_s_at","205950_s_at","759","CA1","carbonic anhydrase 1",-0.396542933690377,6.19290467310053,-1.32350067937135,0.19899455500773,0.996729032005328,-4.54708171413501
"241727_x_at","241727_x_at","200895","DHFR2","dihydrofolate reductase 2",0.422032370321623,7.65698642398393,1.32282384669695,0.199215966943567,0.996729032005328,-4.54720780188332
"201820_at","201820_at","3852","KRT5","keratin 5",-0.43275122136513,5.69062221123577,-1.32247971221213,0.199328617177312,0.996729032005328,-4.54727189289907
"1559205_s_at","1559205_s_at","100996286","LINC02273","long intergenic non-protein coding RNA 2273",0.411432751522301,7.31471179132446,1.32247022277098,0.199331724189454,0.996729032005328,-4.54727366002342
"203838_s_at","203838_s_at","10188","TNK2","tyrosine kinase non receptor 2",-0.430161612567782,5.12020324251764,-1.32224639616664,0.199405019965155,0.996729032005328,-4.54731533833731
"212840_at","212840_at","26043","UBXN7","UBX domain protein 7",0.471143844351195,8.4272348434082,1.32174914707678,0.199567927758947,0.996729032005328,-4.54740791163851
"1554973_a_at","1554973_a_at","57684","ZBTB26","zinc finger and BTB domain containing 26",-0.320047741814807,4.83413755855834,-1.3213399535851,0.199702064797108,0.996729032005328,-4.54748407243091
"223282_at","223282_at","10194","TSHZ1","teashirt zinc finger homeobox 1",0.295817638240218,8.43520277227976,1.32129211635294,0.19971775083043,0.996729032005328,-4.54749297496796
"1554309_at","1554309_at","8672","EIF4G3","eukaryotic translation initiation factor 4 gamma 3",-0.436595254081634,5.04976176735692,-1.32029804595973,0.200043928270643,0.996729032005328,-4.54767791863022
"206056_x_at","206056_x_at","6693","SPN","sialophorin",0.475371034867081,7.95015750306656,1.31965934008517,0.200253721486289,0.996729032005328,-4.54779669403179
