"","PROBEID","ENTREZID","SYMBOL","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"212758_s_at","212758_s_at","6935","ZEB1","zinc finger E-box binding homeobox 1",0.667934932214013,7.87535834720105,2.02292693425054,0.0551536466338987,0.263732807433443,-4.27066001483571
"201948_at","201948_at","29889","GNL2","G protein nucleolar 2",0.4596305975194,8.48690161051635,2.02064541597337,0.0554069082801677,0.264692718229427,-4.2745168399868
"1552343_s_at","1552343_s_at","5150","PDE7A","phosphodiesterase 7A",-0.668769573224117,7.31181805046685,-2.02011744149237,0.0554656636816214,0.264722485753193,-4.2754089430954
"202479_s_at","202479_s_at","28951","TRIB2","tribbles pseudokinase 2",-0.523876594262124,8.01581017273918,-2.01964250773639,0.0555185638115644,0.264724277776996,-4.27621129024149
"209127_s_at","209127_s_at","9733","SART3","spliceosome associated factor 3, U4/U6 recycling protein",0.567639622929537,8.91247036205978,2.01819657947498,0.0556798937929344,0.26480697837265,-4.27865323816938
"1554292_a_at","1554292_a_at","23074","UHRF1BP1L","UHRF1 binding protein 1 like",0.504965826504433,5.0751847524207,2.01795092680741,0.0557073439732721,0.26480697837265,-4.27906798979207
"223621_at","223621_at","29944","PNMA3","PNMA family member 3",-0.588876376639793,7.32269246624846,-2.01792517601161,0.0557102221636609,0.26480697837265,-4.27911146458409
"235751_s_at","235751_s_at","284013","VMO1","vitelline membrane outer layer 1 homolog",0.580455356283488,4.91128935371531,2.01760452919498,0.0557460722328137,0.26480697837265,-4.27965277773466
"232204_at","232204_at","1879","EBF1","EBF transcription factor 1",-0.501264425381795,4.93832265462904,-2.01686447812057,0.0558288923138089,0.264950675387568,-4.28090190333719
"211559_s_at","211559_s_at","901","CCNG2","cyclin G2",0.852429436621396,7.51966939401398,2.01556787062619,0.0559742611277724,0.265158786349293,-4.2830896878895
"222542_x_at","222542_x_at","56997","COQ8A","coenzyme Q8A",0.521449662963583,5.317529399564,2.01553486433936,0.0559779660070729,0.265158786349293,-4.28314536744399
"1569952_x_at","1569952_x_at","100129960","SDCBPP2","syndecan binding protein pseudogene 2",0.480126390762186,4.46612126173536,2.01397137847948,0.0561537135991322,0.265738802628214,-4.28578216354775
"225334_at","225334_at","119032","BORCS7","BLOC-1 related complex subunit 7",0.55268655165912,8.5909983561209,2.01286198715294,0.0562787148286685,0.265738802628214,-4.28765229508672
"227187_at","227187_at","79872","CBLL1","Cbl proto-oncogene like 1",-0.489886129349567,6.98450062971214,-2.01246879839251,0.0563230768892112,0.265738802628214,-4.28831493661004
"222734_at","222734_at","10352","WARS2","tryptophanyl tRNA synthetase 2, mitochondrial",-0.535356738432387,6.09413624817307,-2.01192146909818,0.0563848818021457,0.265738802628214,-4.28923720527677
"238454_at","238454_at","163255","ZNF540","zinc finger protein 540",-0.548602391561006,5.28919823813311,-2.01184896252737,0.0563930738278521,0.265738802628214,-4.2893593685825
"233878_s_at","233878_s_at","22803","XRN2","5'-3' exoribonuclease 2",1.0367187486129,8.3965960169227,2.01163928690882,0.0564167696055931,0.265738802628214,-4.28971262551437
"235868_at","235868_at","10724","OGA","O-GlcNAcase",0.923128612376494,5.77954185347952,2.01065870484422,0.0565277042307992,0.266012725791996,-4.29136435745884
"219806_s_at","219806_s_at","56935","SMCO4","single-pass membrane protein with coiled-coil domains 4",0.562777861152959,9.57394934177301,2.00905715926438,0.056709306117569,0.266618379507974,-4.29406089041495
"203430_at","203430_at","23593","HEBP2","heme binding protein 2",0.480227252301628,9.63232561559779,2.00830093853897,0.0567952352155536,0.266773518626645,-4.2953336373808
"212503_s_at","212503_s_at","22982","DIP2C","disco interacting protein 2 homolog C",-0.513727931510088,4.40705131462347,-2.00610006192596,0.0570459784704481,0.26747798346223,-4.29903594084639
"218724_s_at","218724_s_at","60436","TGIF2","TGFB induced factor homeobox 2",-0.629413771131162,6.84516287913642,-2.00605295881335,0.0570513555995827,0.26747798346223,-4.29911514731695
"201581_at","201581_at","56255","TMX4","thioredoxin related transmembrane protein 4",0.458381833399168,9.36204440654661,2.00537910706637,0.057128329481935,0.267589944785272,-4.30024812764548
"217486_s_at","217486_s_at","23390","ZDHHC17","zinc finger DHHC-type palmitoyltransferase 17",0.66455439693116,5.48946128908046,2.00117186961716,0.0576110092672973,0.269600266209079,-4.30731610918087
"231377_at","231377_at","158830","CXorf65","chromosome X open reading frame 65",-0.581117128441583,7.83775954469435,-2.00015614834532,0.0577280799629262,0.269767492280347,-4.3090209638333
"211051_s_at","211051_s_at","2137","EXTL3","exostosin like glycosyltransferase 3",0.414037482496445,6.04556179529358,1.99957361538919,0.0577953171502034,0.269767492280347,-4.30999846014608
"202112_at","202112_at","7450","VWF","von Willebrand factor",-0.488490102782652,5.63822281856394,-1.99946968970024,0.05780731977436,0.269767492280347,-4.31017282813296
"235121_at","235121_at","147947","ZNF542P","zinc finger protein 542, pseudogene",0.61705049632841,5.73209551249371,1.99752276247244,0.0580325841594817,0.270568199966501,-4.31343826823045
"218051_s_at","218051_s_at","64943","NT5DC2","5'-nucleotidase domain containing 2",-0.553494365744911,5.44297449510886,-1.99619969228702,0.0581861107489013,0.270611843183423,-4.31565612003106
"211852_s_at","211852_s_at","8455","ATRN","attractin",0.601297688936803,7.09177414847381,1.99570796818511,0.0582432612448597,0.270611843183423,-4.31648013760767
"221628_s_at","221628_s_at","84656","GLYR1","glyoxylate reductase 1 homolog",0.530739882042176,6.9331771406737,1.99560165946363,0.0582556234888317,0.270611843183423,-4.31665826859495
"229484_at","229484_at","333926","PPM1J","protein phosphatase, Mg2+/Mn2+ dependent 1J",0.441387123517911,5.7226857510264,1.99493079864959,0.0583336890726726,0.270611843183423,-4.31778221417744
"1558088_a_at","1558088_a_at","7329","UBE2I","ubiquitin conjugating enzyme E2 I",-0.647894105010893,6.53803818781772,-1.99401813553745,0.0584400412289973,0.270611843183423,-4.31931085583089
"207486_x_at","207486_x_at","1124","CHN2","chimerin 2",0.497348979368556,5.75539875398853,1.99380749993881,0.0584646108894089,0.270611843183423,-4.31966358668176
"229444_at","229444_at","101929243","ILRUN-AS1","ILRUN antisense RNA 1",0.40117671223978,6.37851220779278,1.99366801661772,0.0584808860084247,0.270611843183423,-4.31989715176219
"216488_s_at","216488_s_at","23250","ATP11A","ATPase phospholipid transporting 11A",0.608332245857078,6.63063379373289,1.99320166910743,0.0585353292907163,0.270611843183423,-4.32067797049899
"225928_at","225928_at","10490","VTI1B","vesicle transport through interaction with t-SNAREs 1B",0.570945862973081,7.95386824678571,1.99315959657517,0.0585402432162931,0.270611843183423,-4.32074840758555
"217507_at","217507_at","6556","SLC11A1","solute carrier family 11 member 1",0.539064621882276,6.8013874269988,1.99272171067166,0.0585914084829242,0.270611843183423,-4.321481448092
"227606_s_at","227606_s_at","57559","STAMBPL1","STAM binding protein like 1",-0.478651372173168,6.67987596401676,-1.99236971948586,0.0586325660230749,0.270611843183423,-4.32207061723328
"238365_s_at","238365_s_at","339541","ARMH1","armadillo like helical domain containing 1",-0.434428801254944,8.61222820896946,-1.99058990156096,0.0588410687964963,0.271325696920715,-4.32504861901151
"205987_at","205987_at","911","CD1C","CD1c molecule",0.44659236099057,8.97615905929837,1.98965911281064,0.0589503706598023,0.271581232290131,-4.32660529545632
"201889_at","201889_at","10447","FAM3C","FAM3 metabolism regulating signaling molecule C",0.468711781080024,7.89814765098914,1.98846068096027,0.0590913666035961,0.271792015027648,-4.32860885197968
"1560921_at","1560921_at","169841","ZNF169","zinc finger protein 169",-0.435443000271849,6.98477652572839,-1.9883406430499,0.0591055055574162,0.271792015027648,-4.32880948766199
"210254_at","210254_at","932","MS4A3","membrane spanning 4-domains A3",0.884683335868997,4.8845407102561,1.987896001428,0.0591579048582004,0.271792015027648,-4.32955260543678
"1559252_a_at","1559252_a_at","101929125","LINC01730","long intergenic non-protein coding RNA 1730",-0.714530880654762,4.695786462574,-1.98622464647485,0.059355235874843,0.272263761666889,-4.33234487891889
"210933_s_at","210933_s_at","6624","FSCN1","fascin actin-bundling protein 1",0.376055118223424,4.13074580828953,1.98588921919683,0.0593949087737943,0.272263761666889,-4.3329050715711
"1555793_a_at","1555793_a_at","284406","ZFP82","ZFP82 zinc finger protein",-0.484853536762125,6.50458159390997,-1.98565482041368,0.0594226463955512,0.272263761666889,-4.3332964993993
"226139_at","226139_at","91050","CCDC149","coiled-coil domain containing 149",0.481553594824191,6.23484631974998,1.98340210315787,0.0596898076006703,0.272782480817804,-4.33705674817748
"200796_s_at","200796_s_at","4170","MCL1","MCL1 apoptosis regulator, BCL2 family member",1.56767492227552,7.18416132545711,1.98335051083413,0.0596959386355995,0.272782480817804,-4.33714283210668
"215101_s_at","215101_s_at","6374","CXCL5","C-X-C motif chemokine ligand 5",-1.19010146678023,6.0268666425199,-1.98333123510373,0.0596982294329441,0.272782480817804,-4.33717499406723
"225382_at","225382_at","10838","ZNF275","zinc finger protein 275",-0.426814070529321,6.80506462715297,-1.9828666346094,0.0597534677848501,0.272787570322142,-4.33795012488473
"204533_at","204533_at","3627","CXCL10","C-X-C motif chemokine ligand 10",0.666813091761422,6.0199156274559,1.98218283776409,0.0598348496509004,0.272911893430351,-4.33909073222618
"226524_at","226524_at","285237","C3orf38","chromosome 3 open reading frame 38",0.654157036884724,7.58674698647977,1.98088316212245,0.0599898006764854,0.273313983582289,-4.34125791202973
"223028_s_at","223028_s_at","51429","SNX9","sorting nexin 9",0.452798033359901,8.20310159298809,1.98053420941954,0.0600314642511099,0.273313983582289,-4.34183961664072
"227548_at","227548_at","94101","ORMDL1","ORMDL sphingolipid biosynthesis regulator 1",0.509291971763234,8.09233417635797,1.97952742302391,0.060151814151874,0.273513945154151,-4.34351753648349
"206478_at","206478_at","9834","FAM30A","family with sequence similarity 30 member A",-0.538659540421883,7.5325965355679,-1.97878148897049,0.0602411197775409,0.273513945154151,-4.34476033939906
"1555766_a_at","1555766_a_at","54331","GNG2","G protein subunit gamma 2",0.625473673220847,6.58011471728483,1.97869872957903,0.0602510352258837,0.273513945154151,-4.34489820523317
"223231_at","223231_at","83940","TATDN1","TatD DNase domain containing 1",0.511409872691935,7.74173056247827,1.97835311640819,0.0602924589417186,0.273513945154151,-4.34547390671633
"219201_s_at","219201_s_at","57045","TWSG1","twisted gastrulation BMP signaling modulator 1",0.471172025452207,4.35192838937975,1.97756803487192,0.0603866491103697,0.273694884457071,-4.34678139118783
"216985_s_at","216985_s_at","6809","STX3","syntaxin 3",0.639326998517261,5.2439117538008,1.97662716364393,0.0604997016442415,0.273749935157774,-4.3483478597882
"231941_s_at","231941_s_at","200958","MUC20","mucin 20, cell surface associated",-0.757348462661327,5.10280201648431,-1.97616675211536,0.0605550916479333,0.273749935157774,-4.34911421807783
"205836_s_at","205836_s_at","64848","YTHDC2","YTH domain containing 2",-0.45960158014913,7.56116446976649,-1.97611150152654,0.060561741607325,0.273749935157774,-4.34920617482845
"228390_at","228390_at","27314","RAB30","RAB30, member RAS oncogene family",-0.516526042538719,7.00271890734872,-1.97554689401458,0.0606297347939424,0.27381170552103,-4.35014578239806
"213539_at","213539_at","915","CD3D","CD3d molecule",-0.458033910400911,11.7868760298975,-1.97509339324603,0.0606843967789507,0.273813213756411,-4.35090035477709
"220000_at","220000_at","8778","SIGLEC5","sialic acid binding Ig like lectin 5",0.671329068326797,7.50997345333241,1.97373670675369,0.0608481831485256,0.274267952213468,-4.35315701106784
"242062_at","242062_at","142891","SAMD8","sterile alpha motif domain containing 8",0.426500274368049,5.17080441032566,1.9731695498736,0.0609167691262066,0.274267952213468,-4.35410008002629
"205169_at","205169_at","5929","RBBP5","RB binding protein 5, histone lysine methyltransferase complex subunit",-0.469930012139057,6.61228042018998,-1.97248439925747,0.0609997151944613,0.274267952213468,-4.35523910016566
"200722_s_at","200722_s_at","4076","CAPRIN1","cell cycle associated protein 1",0.700847001911818,8.50972632901603,1.97245850422992,0.061002852069702,0.274267952213468,-4.35528214369022
"222983_s_at","222983_s_at","51247","PAIP2","poly(A) binding protein interacting protein 2",0.607722331069377,10.5081334197321,1.97196236237011,0.0610629813204943,0.274293605931632,-4.3561067710344
"206034_at","206034_at","5271","SERPINB8","serpin family B member 8",0.569940851847512,7.07674075812193,1.9681800845046,0.061523094374447,0.275503400448451,-4.36238851829988
"206500_s_at","206500_s_at","55320","MIS18BP1","MIS18 binding protein 1",0.66438406696925,7.86803795937351,1.96791740763013,0.0615551624416882,0.275503400448451,-4.36282447291597
"240983_s_at","240983_s_at","833","CARS1","cysteinyl-tRNA synthetase 1",0.541403092043246,6.27191021869794,1.96627676528561,0.0617557894691747,0.275503400448451,-4.36554647464965
"1555282_a_at","1555282_a_at","133522","PPARGC1B","PPARG coactivator 1 beta",-0.42449548377899,5.84964225036491,-1.96624212150992,0.0617600321277269,0.275503400448451,-4.36560393549642
"211299_s_at","211299_s_at","2319","FLOT2","flotillin 2",0.721058119344777,7.75418004072214,1.96588474276019,0.0618038136375204,0.275503400448451,-4.3661966501103
"222764_at","222764_at","80150","ASRGL1","asparaginase and isoaspartyl peptidase 1",0.448919660804275,6.84825043556068,1.96526736893797,0.0618795110470515,0.275503400448451,-4.36722039269438
"220088_at","220088_at","728","C5AR1","complement C5a receptor 1",0.535960705405568,9.70284488340174,1.96502670903981,0.0619090410068447,0.275503400448451,-4.36761939996801
"218876_at","218876_at","51673","TPPP3","tubulin polymerization promoting protein family member 3",0.55353787639313,6.80564971230386,1.96492307315948,0.061921761390117,0.275503400448451,-4.36779121491612
"1555326_a_at","1555326_a_at","8754","ADAM9","ADAM metallopeptidase domain 9",0.678708722539817,5.25503380206944,1.9648526695792,0.0619304041208574,0.275503400448451,-4.36790793141828
"1554447_at","1554447_at","554203","JPX","JPX transcript, XIST activator",0.899810293464157,6.97892659428625,1.96462263232718,0.0619586508818029,0.275503400448451,-4.36828927176049
"226267_at","226267_at","122953","JDP2","Jun dimerization protein 2",0.565696010804039,7.12594791247171,1.96460434396283,0.0619608970370426,0.275503400448451,-4.36831958766186
"231831_at","231831_at","90639","COX19","cytochrome c oxidase assembly factor COX19",-0.44449549836139,7.41304593962182,-1.9643815581616,0.0619882651009016,0.275503400448451,-4.36868887525681
"1566342_at","1566342_at","6648","SOD2","superoxide dismutase 2",0.695459964330246,7.59824129201871,1.96300499980565,0.0621576049905781,0.276012624803977,-4.3709700032192
"214209_s_at","214209_s_at","23457","ABCB9","ATP binding cassette subfamily B member 9",0.473669490315931,4.83851406913819,1.96172271587424,0.0623157149468791,0.276077991424232,-4.37309391220929
"209349_at","209349_at","10111","RAD50","RAD50 double strand break repair protein",-0.52109488542929,6.21527908841623,-1.96133633734063,0.0623634263075752,0.276077991424232,-4.3737337015099
"213957_s_at","213957_s_at","9857","CEP350","centrosomal protein 350",0.509210126791066,7.82640139953993,1.96114925575331,0.0623865393781173,0.276077991424232,-4.37404345136558
"220470_at","220470_at","51272","BET1L","Bet1 golgi vesicular membrane trafficking protein like",0.415874569415267,5.75803749081575,1.960889793589,0.0624186072552737,0.276077991424232,-4.37447300747261
"202424_at","202424_at","5605","MAP2K2","mitogen-activated protein kinase kinase 2",-0.437812477400982,9.42390867343244,-1.96066653421314,0.0624462123459572,0.276077991424232,-4.37484259608683
"1554883_a_at","1554883_a_at","1161","ERCC8","ERCC excision repair 8, CSA ubiquitin ligase complex subunit",0.621739444846349,5.33733902050277,1.95950558145203,0.0625899331369019,0.276371825783585,-4.37676399404286
"228859_at","228859_at","55345","ZGRF1","zinc finger GRF-type containing 1",-0.529258327993197,4.86810756348778,-1.95907768175629,0.0626429788177521,0.276371825783585,-4.37747197714678
"232646_at","232646_at","55761","TTC17","tetratricopeptide repeat domain 17",-0.578538816411026,7.19096723596942,-1.95880194768877,0.0626771819187774,0.276371825783585,-4.37792813730153
"205552_s_at","205552_s_at","4938","OAS1","2'-5'-oligoadenylate synthetase 1",0.649891280466786,8.55782454598187,1.95800401714783,0.0627762531430496,0.276543850622291,-4.37924794172939
"216064_s_at","216064_s_at","175","AGA","aspartylglucosaminidase",0.68177586167865,7.60899865589417,1.9576042978393,0.0628259343179609,0.276543850622291,-4.37990895112374
"1555337_a_at","1555337_a_at","57693","ZNF317","zinc finger protein 317",0.745286073663624,6.24274424035005,1.9554983988353,0.0630882502115962,0.277456178941051,-4.38338989814719
"209065_at","209065_at","7381","UQCRB","ubiquinol-cytochrome c reductase binding protein",0.421780115497096,8.25769161641192,1.95419029213452,0.0632516772983443,0.27779698764093,-4.38555082595883
"1559051_s_at","1559051_s_at","115004","CGAS","cyclic GMP-AMP synthase",0.470884769979134,6.2972360597254,1.95336246308632,0.0633552942011016,0.27779698764093,-4.38691784049595
"219540_at","219540_at","10308","ZNF267","zinc finger protein 267",0.418096073548488,6.36078933791642,1.95318028515211,0.0633781169622219,0.27779698764093,-4.38721862146098
"244512_at","244512_at","100874362","HOXB-AS1","HOXB cluster antisense RNA 1",0.49278858645526,5.80028103050898,1.95274254721169,0.0634329852413434,0.27779698764093,-4.38794125969404
"229967_at","229967_at","146225","CMTM2","CKLF like MARVEL transmembrane domain containing 2",0.480287088833808,5.72000770177381,1.95230336823955,0.0634880762451738,0.27779698764093,-4.38866616387027
"205047_s_at","205047_s_at","440","ASNS","asparagine synthetase (glutamine-hydrolyzing)",-0.457912968367118,8.6066889141681,-1.95223660867972,0.0634964543179269,0.27779698764093,-4.38877634658487
"220104_at","220104_at","56829","ZC3HAV1","zinc finger CCCH-type containing, antiviral 1",-0.440397574141029,6.78431575682854,-1.95134326807547,0.0636086590489798,0.278046523509851,-4.39025050082412
"202925_s_at","202925_s_at","5326","PLAGL2","PLAG1 like zinc finger 2",-0.409861460538306,7.38329532742922,-1.94915571836967,0.0638841566908725,0.278854314591532,-4.3938583270566
"213788_s_at","213788_s_at","8019","BRD3","bromodomain containing 3",0.560053771387157,7.28093850619326,1.94842644767563,0.0639762337713913,0.278854314591532,-4.39506045496845
"222528_s_at","222528_s_at","51312","SLC25A37","solute carrier family 25 member 37",-0.455827268391298,7.83841775592834,-1.94812324508747,0.0640145502824979,0.278854314591532,-4.39556016128009
"217309_s_at","217309_s_at","10311","VPS26C","VPS26 endosomal protein sorting factor C",0.742690278873403,6.76867762440242,1.94812150504513,0.0640147702346036,0.278854314591532,-4.39556302887706
"222786_at","222786_at","55501","CHST12","carbohydrate sulfotransferase 12",-0.564993766399353,7.65655461531021,-1.94516554389568,0.064389385098053,0.280243955867174,-4.40043189245752
"223120_at","223120_at","2519","FUCA2","alpha-L-fucosidase 2",0.461376192132548,7.96775736855716,1.9440259958335,0.0645343173827584,0.280564068360441,-4.40230750628879
"1552472_a_at","1552472_a_at","23527","ACAP2","ArfGAP with coiled-coil, ankyrin repeat and PH domains 2",0.51986543318424,7.67948490688682,1.94371226222018,0.0645742697020063,0.280564068360441,-4.40282375479274
"202023_at","202023_at","1942","EFNA1","ephrin A1",-0.427737041942297,5.26866475455993,-1.94163323776316,0.0648395735151713,0.281277457008267,-4.40624332149573
"204505_s_at","204505_s_at","2039","DMTN","dematin actin binding protein",-0.505084446006367,7.7961177361216,-1.94155105631591,0.0648500803657949,0.281277457008267,-4.40637844063655
"206331_at","206331_at","10203","CALCRL","calcitonin receptor like receptor",0.409573386650957,4.41307436818686,1.93966854952365,0.0650911686730804,0.282080387026935,-4.40947248398101
"221525_at","221525_at","83637","ZMIZ2","zinc finger MIZ-type containing 2",-0.459459461474641,7.36331133594266,-1.93890437019724,0.0651892603387382,0.282262776724433,-4.41072787348555
"1568834_s_at","1568834_s_at","60492","CCDC90B","coiled-coil domain containing 90B",-0.533162843147447,6.61888067304097,-1.93826213101256,0.0652718001370075,0.282377573124908,-4.41178267343704
"204761_at","204761_at","9712","USP6NL","USP6 N-terminal like",0.458748306169993,5.92923622771293,1.93516074833826,0.0656716821572843,0.283647815452692,-4.41687288380625
"239074_at","239074_at","400581","GRAPL","GRB2 related adaptor protein like",-0.426642390750069,5.52074765095374,-1.93511206545398,0.0656779763161293,0.283647815452692,-4.41695274023254
"238692_at","238692_at","121551","BTBD11","BTB domain containing 11",0.592185786863267,5.0888985906128,1.93412463725356,0.0658057544901415,0.283956337868419,-4.4185721539991
"235051_at","235051_at","152137","CCDC50","coiled-coil domain containing 50",0.604756028269292,6.47971237569289,1.93244805077811,0.0660232142276088,0.284650983496277,-4.42132048558688
"214849_at","214849_at","222658","KCTD20","potassium channel tetramerization domain containing 20",0.77850299464043,6.88853079945538,1.9317081275056,0.0661193860120679,0.284821970513523,-4.42253286891208
"1555611_s_at","1555611_s_at","4152","MBD1","methyl-CpG binding domain protein 1",0.619131542629288,6.58990685935042,1.93090043458782,0.0662245068187387,0.285031182208747,-4.42385592363406
"212966_at","212966_at","23119","HIC2","HIC ZBTB transcriptional repressor 2",-0.568186371712869,7.62519054743187,-1.92972273991243,0.0663780465556818,0.285118879477295,-4.42578437169871
"218011_at","218011_at","59286","UBL5","ubiquitin like 5",0.3901737782681,10.1236736815961,1.92955490111328,0.0663999536896489,0.285118879477295,-4.42605913681927
"1555334_s_at","1555334_s_at","64924","SLC30A5","solute carrier family 30 member 5",0.710595322106286,6.82051167009543,1.92944274699578,0.0664145961322111,0.285118879477295,-4.42624273247217
"220418_at","220418_at","53347","UBASH3A","ubiquitin associated and SH3 domain containing A",-0.440783420420175,8.68336513186589,-1.92701400909677,0.0667323806868909,0.286239318010153,-4.43021672846693
"228196_s_at","228196_s_at","23185","LARP4B","La ribonucleoprotein 4B",0.639982378954426,6.98947236816145,1.92595570330133,0.0668712707062728,0.286309738805622,-4.4319472722976
"223488_s_at","223488_s_at","59345","GNB4","G protein subunit beta 4",0.614590485013247,7.18436057609037,1.92571757714056,0.0669025569182028,0.286309738805622,-4.43233656481515
"224331_s_at","224331_s_at","64979","MRPL36","mitochondrial ribosomal protein L36",0.439611241351608,8.64310031629135,1.92559078543935,0.0669192206970282,0.286309738805622,-4.43254383217572
"37201_at","37201_at","3700","ITIH4","inter-alpha-trypsin inhibitor heavy chain 4",-0.506865564036616,7.17937214254968,-1.92436496334129,0.0670805142952952,0.286756396987522,-4.43454719919372
"212797_at","212797_at","6272","SORT1","sortilin 1",0.500376522599205,4.71876019759166,1.92301213120819,0.0672589163003687,0.287027198587603,-4.43675710008296
"202467_s_at","202467_s_at","9318","COPS2","COP9 signalosome subunit 2",0.410134979144289,10.2237194659083,1.92285006619001,0.067280316231926,0.287027198587603,-4.4370217660563
"214077_x_at","214077_x_at","4213","MEIS3P1","Meis homeobox 3 pseudogene 1",0.457142421440814,6.02375894276433,1.92239394088532,0.0673405775676874,0.287027198587603,-4.43776657344204
"209815_at","209815_at","5727","PTCH1","patched 1",-0.514041543222433,7.03821656699614,-1.92187781926659,0.0674088225364086,0.287027198587603,-4.43860919921251
"203468_at","203468_at","8558","CDK10","cyclin dependent kinase 10",-0.444938718279254,7.61663719809627,-1.92123241089698,0.067494248122062,0.287027198587603,-4.43966267631089
"1569392_at","1569392_at","9524","TECR","trans-2,3-enoyl-CoA reductase",-0.551203215806348,5.43002614043271,-1.92115230185443,0.0675048579030571,0.287027198587603,-4.43979341810677
"200983_x_at","200983_x_at","966","CD59","CD59 molecule (CD59 blood group)",0.617275732550221,7.61021251743792,1.92086808864476,0.0675425114136701,0.287027198587603,-4.44025723678257
"202221_s_at","202221_s_at","2033","EP300","E1A binding protein p300",0.467936097747431,7.66207136309013,1.9193483405408,0.0677441658786695,0.287487419676489,-4.44273655484539
"1553395_a_at","1553395_a_at","131450","CD200R1","CD200 receptor 1",0.497662993033809,6.73756104949806,1.91919236713071,0.0677648917808867,0.287487419676489,-4.44299093191727
"1557477_at","1557477_at","6786","STIM1","stromal interaction molecule 1",-0.710843087591541,7.51039976778975,-1.91820492084168,0.0678962338761856,0.287782748673934,-4.44460102097229
"1558233_s_at","1558233_s_at","466","ATF1","activating transcription factor 1",0.743662801048349,6.16026339198148,1.91744247472566,0.0679978011348071,0.287782748673934,-4.44584383529823
"203834_s_at","203834_s_at","10618","TGOLN2","trans-golgi network protein 2",0.720609960111169,8.17453665170178,1.91738243899005,0.0680058042997332,0.287782748673934,-4.44594168092295
"201144_s_at","201144_s_at","1965","EIF2S1","eukaryotic translation initiation factor 2 subunit alpha",0.383377275711457,9.04645243534834,1.91538423394924,0.0682726505791363,0.288413571802456,-4.44919710473218
"206343_s_at","206343_s_at","3084","NRG1","neuregulin 1",0.891454014788143,7.05322212412663,1.914715268765,0.0683621912906983,0.288413571802456,-4.45028643148843
"1557733_a_at","1557733_a_at","100506915","CHRM3-AS2","CHRM3 antisense RNA 2",-0.549736796364949,8.1825998392877,-1.91461498983534,0.0683756224618609,0.288413571802456,-4.45044970018007
"205960_at","205960_at","5166","PDK4","pyruvate dehydrogenase kinase 4",0.70873795446473,6.03925244034612,1.91418029438304,0.0684338715322622,0.288413571802456,-4.45115737799591
"204377_s_at","204377_s_at","9730","DCAF1","DDB1 and CUL4 associated factor 1",-0.449384430254235,7.1183802720024,-1.91412713107697,0.0684409983880432,0.288413571802456,-4.45124391930971
"203504_s_at","203504_s_at","19","ABCA1","ATP binding cassette subfamily A member 1",0.53240402718037,5.75456008877111,1.91206722404839,0.068717643057705,0.289188935924535,-4.45459581244691
"204187_at","204187_at","2766","GMPR","guanosine monophosphate reductase",-0.521040768753976,6.66456402046745,-1.91190292126303,0.0687397510392049,0.289188935924535,-4.45486305738164
"1556601_a_at","1556601_a_at","221178","SPATA13","spermatogenesis associated 13",-0.445820776164588,8.56178058756496,-1.91097944007581,0.0688641274106992,0.289383391145782,-4.45636483451024
"222403_at","222403_at","23788","MTCH2","mitochondrial carrier 2",0.449078148661576,7.31665807974939,1.91070737432705,0.0689008074156624,0.289383391145782,-4.45680717378978
"229010_at","229010_at","867","CBL","Cbl proto-oncogene",0.57624747439033,7.27672992713685,1.91014207344317,0.0689770762858344,0.28946250164913,-4.45772612863012
"230648_at","230648_at","283663","LINC00926","long intergenic non-protein coding RNA 926",-0.619280485152037,8.13344707866996,-1.90945691776445,0.0690696148856424,0.289609699686887,-4.45883966260614
"226665_at","226665_at","130872","AHSA2P","activator of HSP90 ATPase homolog 2, pseudogene",0.751386415608545,8.42440776252978,1.90832510897992,0.0692227178814788,0.289688562343415,-4.46067849199928
"201162_at","201162_at","3490","IGFBP7","insulin like growth factor binding protein 7",0.527713801764062,8.43090307335584,1.90807381864461,0.0692567509806024,0.289688562343415,-4.46108665447724
"233555_s_at","233555_s_at","55959","SULF2","sulfatase 2",0.771310468455246,8.6798295137869,1.90804351075733,0.0692608566713918,0.289688562343415,-4.46113587999916
"221986_s_at","221986_s_at","54800","KLHL24","kelch like family member 24",0.623563627548577,7.63016618075414,1.90755236173024,0.0693274204617707,0.289717832166778,-4.46193351838716
"244650_at","244650_at","54491","OTULINL","OTU deubiquitinase with linear linkage specificity like",0.428792722503156,7.12635100696964,1.90714388908546,0.0693828221081947,0.289717832166778,-4.46259677779147
"207099_s_at","207099_s_at","1121","CHM","CHM Rab escort protein",0.557962067578462,4.75861177726694,1.90611265247048,0.0695228627071806,0.289933993486818,-4.46427080673302
"211027_s_at","211027_s_at","3551","IKBKB","inhibitor of nuclear factor kappa B kinase subunit beta",0.571741963660457,6.88240500573386,1.9059156578754,0.0695496424852308,0.289933993486818,-4.46459051959135
"226276_at","226276_at","153339","TMEM167A","transmembrane protein 167A",0.55548060942861,9.46572249383244,1.90376244913976,0.0698429433117697,0.290844580698246,-4.46808355196986
"242714_at","242714_at","101928429","LOC101928429","uncharacterized LOC101928429",0.586767832105116,7.01140614423593,1.90346541096206,0.0698834895288842,0.290844580698246,-4.46856520156154
"203661_s_at","203661_s_at","7111","TMOD1","tropomodulin 1",-0.439540087296352,5.90102709376038,-1.90250660438907,0.070014509022947,0.290916752305876,-4.47011955070227
